date,account_value
2023-08-15 08:00:00,11783.207502491518
2023-08-16 08:00:00,11782.030476469889
2023-08-17 08:00:00,11782.030476469889
2023-08-18 08:00:00,11776.145346361762
2023-08-19 08:00:00,11776.145346361762
2023-08-20 08:00:00,11770.260216253635
2023-08-21 08:00:00,11774.968320340136
2023-08-22 08:00:00,11773.791294318511
2023-08-23 08:00:00,11774.968320340135
2023-08-24 08:00:00,11773.79129431851
2023-08-25 08:00:00,11776.14534636176
2023-08-26 08:00:00,11776.14534636176
2023-08-27 08:00:00,11776.14534636176
2023-08-28 08:00:00,11776.14534636176
2023-08-29 08:00:00,11777.322372383383
2023-08-30 08:00:00,11770.260216253631
2023-08-31 08:00:00,11770.260216253631
2023-09-01 08:00:00,11771.437242275257
2023-09-02 08:00:00,11774.968320340133
2023-09-03 08:00:00,11771.437242275257
2023-09-04 08:00:00,11770.260216253631
2023-09-05 08:00:00,11772.614268296882
2023-09-06 08:00:00,11773.791294318507
2023-09-07 08:00:00,11772.614268296882
2023-09-08 08:00:00,11776.145346361758
2023-09-09 08:00:00,11771.437242275257
2023-09-10 08:00:00,11771.437242275257
2023-09-11 08:00:00,11773.791294318507
2023-09-12 08:00:00,11771.437242275257
2023-09-13 08:00:00,11771.437242275257
2023-09-14 08:00:00,11772.614268296882
2023-09-15 08:00:00,11769.083190232008
2023-09-16 08:00:00,11767.906164210382
2023-09-17 08:00:00,11766.729138188757
2023-09-18 08:00:00,11769.083190232008
2023-09-19 08:00:00,11767.906164210382
2023-09-20 08:00:00,11769.08319023201
2023-09-21 08:00:00,11769.08319023201
2023-09-22 08:00:00,11770.260216253633
2023-09-23 08:00:00,11770.260216253633
2023-09-24 08:00:00,11770.260216253633
2023-09-25 08:00:00,11770.260216253633
2023-09-26 08:00:00,11774.968320340135
2023-09-27 08:00:00,11779.676424426636
2023-09-28 08:00:00,11780.853450448261
2023-09-29 08:00:00,11771.43724227526
2023-09-30 08:00:00,11770.260216253635
2023-10-01 08:00:00,11770.260216253635
2023-10-02 08:00:00,12042.329645910324
2023-10-03 08:00:00,11796.70955816968
2023-10-04 08:00:00,11736.704360243637
2023-10-05 08:00:00,11702.440745173124
2023-10-06 08:00:00,11695.301738784412
2023-10-07 08:00:00,11750.602469138616
2023-10-08 08:00:00,11647.695178962553
2023-10-09 08:00:00,11442.999223067985
2023-10-10 08:00:00,11421.557864024315
2023-10-11 08:00:00,11384.346080182846
2023-10-12 08:00:00,11235.021566266683
2023-10-13 08:00:00,11217.356600246922
2023-10-14 08:00:00,11267.894498238498
2023-10-15 08:00:00,11287.437518247249
2023-10-16 08:00:00,11596.719314214179
2023-10-17 08:00:00,11734.48629848843
2023-10-18 08:00:00,11696.845723123379
2023-10-19 08:00:00,11667.538091123484
2023-10-20 08:00:00,12162.741239177409
2023-10-21 08:00:00,12330.234531577953
2023-10-22 08:00:00,12312.87901493189
2023-10-23 08:00:00,12652.415797435975
2023-10-24 08:00:00,13665.02337717691
